place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
830,25,98.6,mosioatunya,Amon-Ra St. Brown,Javonte Williams,Jakobi Meyers,Rico Dowdle,Kyler Murray,Chig Okonkwo
830,25,98.6,mathology,Javonte Williams,Emeka Egbuka,Jalen Hurts,A.J. Brown,DeVonta Smith,Juwan Johnson
833,25,98.58,tonysprocket,Jahmyr Gibbs,Tetairoa McMillan,Jake Ferguson,Dak Prescott,Rashid Shaheed,RJ Harvey
833,25,98.58,maroochi,Bucky Irving,Nico Collins,Marvin Harrison,Michael Pittman Jr.,Dak Prescott,Tommy Tremble
835,25,98.56,lee121503,Jahmyr Gibbs,Emeka Egbuka,Quentin Johnston,Jakobi Meyers,Baker Mayfield,Theo Johnson
836,25,98.54,jlong,Jahmyr Gibbs,Jaylen Waddle,Woody Marks,Rashid Shaheed,Theo Johnson,Tua Tagovailoa
837,25,98.46,bustersboys,Jaxon Smith-Njigba,Emeka Egbuka,Alvin Kamara,Tony Pollard,Zach Ertz,Baker Mayfield
838,25,98.44,chadcandles,Cam Skattebo,Javonte Williams,Ladd McConkey,Justin Herbert,Mason Taylor,Rashid Shaheed
839,25,98.38,topstatnft,Breece Hall,Javonte Williams,Sam LaPorta,Courtland Sutton,Bo Nix,Troy Franklin
839,25,98.38,hdjdhdjdjsk,Bucky Irving,Ja'Marr Chase,Lamar Jackson,Ladd McConkey,Chase Brown,Mark Andrews
839,25,98.38,vogeyberra8,Javonte Williams,Trey McBride,Deebo Samuel,Zay Flowers,Daniel Jones,Rashid Shaheed
842,25,98.36,jonboybeats,De'Von Achane,Emeka Egbuka,Alvin Kamara,Deebo Samuel,Mark Andrews,Baker Mayfield
842,25,98.36,nf42,Breece Hall,Emeka Egbuka,Brock Bowers,Courtland Sutton,Tony Pollard,Baker Mayfield
842,25,98.36,goazcards,Nico Collins,Javonte Williams,Courtland Sutton,A.J. Brown,C.J. Stroud,Dalton Schultz
845,25,98.34,angelinasd,Jaxon Smith-Njigba,David Montgomery,Deebo Samuel,Keenan Allen,Jared Goff,Dallas Goedert
846,25,98.28,ingelx,Jaxon Smith-Njigba,Ja'Marr Chase,Alvin Kamara,Tony Pollard,Zach Ertz,Dak Prescott
846,25,98.28,baldeagle9901,Jonathan Taylor,Emeka Egbuka,Michael Pittman Jr.,Daniel Jones,Zach Ertz,Zach Charbonnet
846,25,98.28,ty2323,George Pickens,Nico Collins,Rico Dowdle,Dak Prescott,Brock Bowers,Zay Flowers
846,25,98.28,sickodank,George Pickens,Javonte Williams,Kenneth Walker III,Courtland Sutton,Bo Nix,Theo Johnson
850,25,98.24,vindep,George Pickens,Ja'Marr Chase,Justin Herbert,Sam LaPorta,Zach Charbonnet,J.K. Dobbins
850,25,98.24,chris,Ashton Jeanty,Javonte Williams,Sam LaPorta,Justin Herbert,Tee Higgins,DeVonta Smith
850,25,98.24,goathopgrower,Cam Skattebo,Ja'Marr Chase,Ladd McConkey,Chris Olave,Darren Waller,Tua Tagovailoa
853,25,98.22,bestballviper,Breece Hall,Justin Fields,Marvin Harrison,Ladd McConkey,Mason Taylor,Rashid Shaheed
853,25,98.22,kwinterstrades,Jonathan Taylor,Jaylen Waddle,Rachaad White,Jared Goff,Wan'Dale Robinson,Tommy Tremble
855,25,98.2,krutches93,Javonte Williams,George Pickens,Jalen Hurts,Rachaad White,Dallas Goedert,Tre Tucker
856,25,98.16,gcbeinin,Derrick Henry,Emeka Egbuka,Jake Ferguson,Chase Brown,Wan'Dale Robinson,Baker Mayfield
857,25,98.14,bestballviper,Ashton Jeanty,Trey McBride,Marvin Harrison,A.J. Brown,Rico Dowdle,Sam Darnold
858,25,98.12,babystevie,Bucky Irving,Nico Collins,Jameson Williams,Tony Pollard,Jared Goff,Theo Johnson
859,25,98.1,nez,Jonathan Taylor,Jalen Hurts,Jaylen Waddle,Chris Olave,Zay Flowers,Dallas Goedert
859,25,98.1,hett711,Breece Hall,Jaylen Waddle,Jalen Hurts,Chris Olave,DeVonta Smith,Theo Johnson
861,25,98.08,phillyeth,Jahmyr Gibbs,Tetairoa McMillan,Rico Dowdle,Courtland Sutton,Dallas Goedert,Bo Nix
861,25,98.08,schmoe330,Garrett Wilson,Ashton Jeanty,Tony Pollard,Jaxson Dart,Rashid Shaheed,Theo Johnson
861,25,98.08,bullseye,Garrett Wilson,George Pickens,Jake Ferguson,Dak Prescott,J.K. Dobbins,Wan'Dale Robinson
864,25,98.02,nez,Garrett Wilson,Justin Fields,Rachaad White,A.J. Brown,J.K. Dobbins,Mason Taylor
864,25,98.02,craigg503,De'Von Achane,Justin Fields,Jake Ferguson,Chris Olave,Tony Pollard,DeVonta Smith
866,25,98,benrothlesberger,Derrick Henry,Javonte Williams,Jalen Hurts,Sam LaPorta,Wan'Dale Robinson,Rashid Shaheed
867,25,97.98,mosioatunya,Jaxon Smith-Njigba,Ja'Marr Chase,Rachaad White,Chase Brown,Daniel Jones,Juwan Johnson
867,25,97.98,lineofscrimmage,Derrick Henry,George Pickens,Deebo Samuel,Dak Prescott,Mason Taylor,J.K. Dobbins
867,25,97.98,berettajames,Ashton Jeanty,George Pickens,Chuba Hubbard,Sam LaPorta,Wan'Dale Robinson,Jaxson Dart
867,25,97.98,babystevie,Cam Skattebo,George Pickens,Chuba Hubbard,Jameson Williams,Dak Prescott,Mason Taylor
867,25,97.98,navyman,Derrick Henry,Javonte Williams,Courtland Sutton,Darren Waller,Daniel Jones,DeVonta Smith
872,25,97.96,ez116,Omarion Hampton,Emeka Egbuka,Rachaad White,Zay Flowers,Baker Mayfield,Juwan Johnson
873,25,97.94,berettajames,Amon-Ra St. Brown,Emeka Egbuka,Jayden Daniels,Tony Pollard,Chris Olave,Darren Waller
874,25,97.92,rotorun,Jonathan Taylor,Justin Fields,Jake Ferguson,Chase Brown,Chris Godwin,Tre Tucker
874,25,97.92,danjpreciado,Jaxon Smith-Njigba,Justin Fields,Jake Ferguson,Tony Pollard,Chris Olave,Wan'Dale Robinson
876,25,97.88,vindep,Derrick Henry,George Pickens,Rico Dowdle,Sam LaPorta,Zay Flowers,Jaxson Dart
876,25,97.88,shaidyadvice,Jaxon Smith-Njigba,Tyler Warren,Deebo Samuel,Courtland Sutton,Daniel Jones,Nick Chubb
876,25,97.88,whodeysss,Amon-Ra St. Brown,Tyler Warren,Jaylen Waddle,Keenan Allen,Dak Prescott,Chuba Hubbard
876,25,97.88,cowboys282,Garrett Wilson,Javonte Williams,Jameson Williams,Michael Pittman Jr.,Dak Prescott,Mason Taylor
880,25,97.86,mane,De'Von Achane,Emeka Egbuka,Brock Bowers,Chase Brown,Keenan Allen,Baker Mayfield
880,25,97.86,gforgumby,De'Von Achane,Emeka Egbuka,Tyler Warren,Tony Pollard,Chris Godwin,Baker Mayfield
882,25,97.82,bustersboys,Cam Skattebo,Ashton Jeanty,Deebo Samuel,Jake Ferguson,Jaylen Waddle,Bryce Young
883,25,97.8,vindep,Jonathan Taylor,Jalen Hurts,Jake Ferguson,Michael Pittman Jr.,Chris Godwin,Zach Charbonnet
884,25,97.78,egreenmonster,De'Von Achane,Jake Ferguson,Rachaad White,Wan'Dale Robinson,Jaxson Dart,Rashid Shaheed
884,25,97.78,bound33,Breece Hall,Tyler Warren,Deebo Samuel,Tony Pollard,Jaxson Dart,Rashid Shaheed
884,25,97.78,jeffern8,Breece Hall,Nico Collins,Jameson Williams,Rico Dowdle,Jaxson Dart,Theo Johnson
884,25,97.78,tubinis2121,Derrick Henry,Garrett Wilson,Jake Ferguson,Chase Brown,Dak Prescott,DeVonta Smith
888,25,97.76,ez116,Jonathan Taylor,Emeka Egbuka,Quentin Johnston,Chase Brown,Zach Ertz,Baker Mayfield
889,25,97.74,wallstwilson,Jaxon Smith-Njigba,Tetairoa McMillan,Alvin Kamara,Marvin Harrison,Darren Waller,Sam Darnold
890,25,97.72,ez116,Jonathan Taylor,Justin Fields,Jake Ferguson,Chris Godwin,Chase Brown,Terry McLaurin
890,25,97.72,gmeholder,Jonathan Taylor,Quentin Johnston,Justin Fields,Mason Taylor,Courtland Sutton,Tee Higgins
890,25,97.72,shagnastyball17,Saquon Barkley,Justin Fields,Jameson Williams,A.J. Brown,Darren Waller,Rico Dowdle
893,25,97.68,chadcandles,Cam Skattebo,Javonte Williams,Marvin Harrison,Courtland Sutton,Bo Nix,Darren Waller
893,25,97.68,xenq7,Derrick Henry,Ja'Marr Chase,Marvin Harrison,Kenneth Walker III,Dak Prescott,Mason Taylor
895,25,97.66,topfantasyplays,Omarion Hampton,Emeka Egbuka,Rachaad White,Chris Olave,Baker Mayfield,Juwan Johnson
896,25,97.64,d4ve,Jaxon Smith-Njigba,Ashton Jeanty,Jameson Williams,Rico Dowdle,Zach Ertz,Sam Darnold
896,25,97.64,tubinis2121,De'Von Achane,Tetairoa McMillan,Jaylen Waddle,Sam LaPorta,Tony Pollard,Tua Tagovailoa
898,25,97.62,dantheman1488,Javonte Williams,Jaylen Waddle,Kenneth Walker III,Jared Goff,Wan'Dale Robinson,Darren Waller
898,25,97.62,mosioatunya,Garrett Wilson,Nico Collins,Bucky Irving,Tony Pollard,Jared Goff,Mark Andrews
900,25,97.6,danjpreciado,Amon-Ra St. Brown,Ja'Marr Chase,Deebo Samuel,Tony Pollard,Kyler Murray,Dallas Goedert
900,25,97.6,bellyg401,De'Von Achane,Emeka Egbuka,Jalen Hurts,J.K. Dobbins,Sam LaPorta,Terry McLaurin
900,25,97.6,mathology,Garrett Wilson,Javonte Williams,David Montgomery,Jameson Williams,Jaxson Dart,Theo Johnson
903,25,97.58,drapp,Jahmyr Gibbs,Emeka Egbuka,Deebo Samuel,Courtland Sutton,Juwan Johnson,Bo Nix
903,25,97.58,justforfunzo,George Pickens,Ja'Marr Chase,Sam LaPorta,Dak Prescott,RJ Harvey,Josh Downs
903,25,97.58,phlandy23,Jaxon Smith-Njigba,Nico Collins,David Montgomery,Tony Pollard,Juwan Johnson,Baker Mayfield
903,25,97.58,gmeholder,Jahmyr Gibbs,Jaylen Waddle,Jake Ferguson,Zay Flowers,Courtland Sutton,Bo Nix
903,25,97.58,benrothlesberger,Amon-Ra St. Brown,Emeka Egbuka,Alvin Kamara,Michael Pittman Jr.,Jaxson Dart,Theo Johnson
903,25,97.58,gmeholder,Garrett Wilson,Ja'Marr Chase,Kenneth Walker III,A.J. Brown,Dak Prescott,Evan Engram
909,25,97.56,goazcards,Jonathan Taylor,Jake Ferguson,Marvin Harrison,Chris Godwin,Baker Mayfield,RJ Harvey
910,25,97.54,awe419,Trey McBride,Javonte Williams,Rico Dowdle,Jakobi Meyers,Wan'Dale Robinson,Tua Tagovailoa
910,25,97.54,awe419,Trey McBride,Javonte Williams,Jakobi Meyers,Rico Dowdle,Wan'Dale Robinson,Tua Tagovailoa
912,25,97.52,patrickbarnesyoutube,Saquon Barkley,Tetairoa McMillan,Justin Fields,Marvin Harrison,Jaylen Waddle,Mason Taylor
912,25,97.52,bustersboys,Jonathan Taylor,David Montgomery,Jake Ferguson,Keenan Allen,Kyler Murray,Wan'Dale Robinson
914,25,97.5,ingelx,George Pickens,Javonte Williams,David Montgomery,Ladd McConkey,Dak Prescott,Zach Ertz
914,25,97.5,awe419,Jonathan Taylor,Emeka Egbuka,Alvin Kamara,Keenan Allen,Kyler Murray,Dalton Schultz
916,25,97.48,cgeeeeee,Jonathan Taylor,Quentin Johnston,Jake Ferguson,Dak Prescott,Chris Godwin,Terry McLaurin
916,25,97.48,sonofsigurd,Ashton Jeanty,Javonte Williams,Michael Pittman Jr.,Daniel Jones,Mason Taylor,DeVonta Smith
916,25,97.48,peteyparlays,Garrett Wilson,Javonte Williams,Jakobi Meyers,Courtland Sutton,Jaxson Dart,Theo Johnson
919,25,97.46,bound33,Nico Collins,Javonte Williams,Sam LaPorta,Jameson Williams,C.J. Stroud,Tre Tucker
919,25,97.46,kobegoat2424,Cam Skattebo,Nico Collins,Chuba Hubbard,Marvin Harrison,Juwan Johnson,Baker Mayfield
919,25,97.46,goods,De'Von Achane,Emeka Egbuka,Rachaad White,Keenan Allen,Zach Ertz,Baker Mayfield
922,25,97.44,lee121503,Jaxon Smith-Njigba,Tyler Warren,Woody Marks,Rachaad White,Tee Higgins,Sam Darnold
923,25,97.42,lenkeith,Jahmyr Gibbs,Justin Fields,Jake Ferguson,Courtland Sutton,Keenan Allen,Mason Taylor
924,25,97.4,vindep,Jonathan Taylor,Jakobi Meyers,Rachaad White,Chris Olave,Kyler Murray,Darren Waller
925,25,97.38,tonysprocket,Jonathan Taylor,Jaylen Waddle,Deebo Samuel,Kenneth Walker III,Daniel Jones,Oronde Gadsden
925,25,97.38,tmlongacre,Javonte Williams,Garrett Wilson,A.J. Brown,Courtland Sutton,Bo Nix,Darren Waller
925,25,97.38,lee121503,Jaxon Smith-Njigba,David Montgomery,Woody Marks,Sam LaPorta,Zay Flowers,Baker Mayfield
925,25,97.38,denpro,George Pickens,Ja'Marr Chase,Michael Pittman Jr.,Tony Pollard,Daniel Jones,Darren Waller
929,25,97.34,lavalord,Javonte Williams,Garrett Wilson,Kenneth Walker III,Jayden Daniels,DeVonta Smith,Mason Taylor
929,25,97.34,gpngc,Breece Hall,Ashton Jeanty,Ladd McConkey,Sam LaPorta,Zay Flowers,Sam Darnold
931,25,97.3,kobegoat2424,Cam Skattebo,Ja'Marr Chase,Jalen Hurts,Ladd McConkey,Zay Flowers,Theo Johnson
931,25,97.3,sgtsweeny,George Pickens,Ashton Jeanty,Marvin Harrison,Bucky Irving,Kyler Murray,Mason Taylor
933,25,97.28,kuruc711,Derrick Henry,Javonte Williams,Marvin Harrison,Jakobi Meyers,Dak Prescott,Darren Waller
934,25,97.24,spartan,Garrett Wilson,George Pickens,Sam LaPorta,Justin Herbert,Tre Tucker,Jacory Croskey-Merritt
935,25,97.2,drapp,Jonathan Taylor,Brock Bowers,Tyreek Hill,David Montgomery,Courtland Sutton,Bo Nix
936,25,97.18,mikec6212,Bucky Irving,Tetairoa McMillan,David Montgomery,Jameson Williams,Cade Otton,Baker Mayfield
936,25,97.18,tubinis2121,Jaxon Smith-Njigba,Trey Benson,Jaylen Waddle,Jakobi Meyers,Tommy Tremble,Daniel Jones
936,25,97.18,cowboys282,Cam Skattebo,George Pickens,Kenneth Walker III,Dak Prescott,Darren Waller,Rashid Shaheed
939,25,97.16,jettns,Jahmyr Gibbs,Emeka Egbuka,Alvin Kamara,Chris Olave,Baker Mayfield,Cade Otton
939,25,97.16,imagikarp,Breece Hall,Rachaad White,Jake Ferguson,Chris Olave,Chris Godwin,Baker Mayfield
941,25,97.14,wetlikeimbook1224,Jonathan Taylor,Jayden Daniels,Deebo Samuel,Zach Ertz,J.K. Dobbins,Terry McLaurin
941,25,97.14,gmeholder,Garrett Wilson,Ja'Marr Chase,Marvin Harrison,Sam LaPorta,Trevor Etienne,Jake Browning
941,25,97.14,tyler2121,Breece Hall,Ja'Marr Chase,Alvin Kamara,Tee Higgins,Darren Waller,Jake Browning
944,25,97.12,jdwwdjjosh,Bucky Irving,Justin Fields,Chase Brown,Sam LaPorta,Jaylen Waddle,Chris Godwin
945,25,97.1,nabers824,Jahmyr Gibbs,Emeka Egbuka,Jalen Hurts,J.K. Dobbins,Darren Waller,Marvin Mims Jr.
946,25,97.08,berettajames,Jonathan Taylor,Jaylen Waddle,Quentin Johnston,Kenneth Walker III,Daniel Jones,Darren Waller
947,25,97.04,bustersboys,Saquon Barkley,Ja'Marr Chase,Ladd McConkey,Justin Herbert,Josh Downs,Theo Johnson
947,25,97.04,thewood1105,Javonte Williams,George Pickens,Justin Herbert,Sam LaPorta,J.K. Dobbins,Tee Higgins
947,25,97.04,bigfudgy,De'Von Achane,Jake Ferguson,Emeka Egbuka,Justin Herbert,Keenan Allen,Zach Charbonnet
947,25,97.04,leagueofitems,Nico Collins,Ja'Marr Chase,Sam LaPorta,Alvin Kamara,Zay Flowers,Jake Browning
951,25,97.02,tubinis2121,Javonte Williams,Justin Fields,Jameson Williams,Rachaad White,Mason Taylor,Cooper Kupp
952,25,97,peteyparlays,Breece Hall,Emeka Egbuka,Marvin Harrison,Keenan Allen,Kyler Murray,Theo Johnson
953,25,96.92,chadcandles,De'Von Achane,Jaylen Waddle,Rico Dowdle,Zach Ertz,Rashid Shaheed,Bryce Young
953,25,96.92,popo,Justin Fields,Alvin Kamara,Jake Ferguson,Keenan Allen,DeVonta Smith,Rashid Shaheed
955,25,96.9,dalemcnail,De'Von Achane,Jaylen Waddle,David Montgomery,Zay Flowers,Jaxson Dart,Theo Johnson
955,25,96.9,kobegoat2424,Derrick Henry,Ja'Marr Chase,David Montgomery,Michael Pittman Jr.,Dak Prescott,Mark Andrews
955,25,96.9,awe419,Jahmyr Gibbs,Jaylen Waddle,Brock Bowers,Tony Pollard,Kyler Murray,Rashid Shaheed
955,25,96.9,krutches93,Ashton Jeanty,Garrett Wilson,Bucky Irving,Marvin Harrison,Kyler Murray,Dallas Goedert
959,25,96.88,dabk,Bucky Irving,George Pickens,Zay Flowers,A.J. Brown,Dak Prescott,Dalton Schultz
960,25,96.86,urbanik,Amon-Ra St. Brown,Jaylen Waddle,Chuba Hubbard,David Montgomery,Darren Waller,Tua Tagovailoa
960,25,96.86,mathology,Omarion Hampton,Emeka Egbuka,Alvin Kamara,Chris Godwin,Baker Mayfield,AJ Barner
962,25,96.84,noahpetro23,Jaxon Smith-Njigba,Ja'Marr Chase,Zach Ertz,Chris Godwin,J.K. Dobbins,Sam Darnold
962,25,96.84,therealalexa,Javonte Williams,Garrett Wilson,Deebo Samuel,Jayden Daniels,Chuba Hubbard,Juwan Johnson
964,25,96.82,berettajames,Amon-Ra St. Brown,Emeka Egbuka,Alvin Kamara,Kenneth Walker III,Jared Goff,Theo Johnson
964,25,96.82,danjpreciado,Jonathan Taylor,David Montgomery,Jake Ferguson,Chris Olave,Chris Godwin,Spencer Rattler
964,25,96.82,mosioatunya,Amon-Ra St. Brown,Justin Fields,Rachaad White,Michael Pittman Jr.,J.K. Dobbins,Dalton Schultz
964,25,96.82,ingelx,Amon-Ra St. Brown,Ja'Marr Chase,Sam LaPorta,Jared Goff,Chris Godwin,J.K. Dobbins
968,25,96.8,sjweil9,Jonathan Taylor,Jaylen Waddle,Jalen Hurts,Chuba Hubbard,Juwan Johnson,DeVonta Smith
969,25,96.78,dak4mvpnotme,Amon-Ra St. Brown,Nico Collins,Rico Dowdle,Sam LaPorta,Jaxson Dart,Darius Slayton
969,25,96.78,bestballviper,Garrett Wilson,Javonte Williams,Dak Prescott,Sam LaPorta,Keenan Allen,Adonai Mitchell
969,25,96.78,ingelx,Saquon Barkley,Tyler Warren,Deebo Samuel,Michael Pittman Jr.,Daniel Jones,Rashid Shaheed
969,25,96.78,ryleetaylor,Cam Skattebo,George Pickens,Jake Ferguson,Dak Prescott,J.K. Dobbins,Terry McLaurin
973,25,96.74,nez,Derrick Henry,Trey McBride,Michael Pittman Jr.,Rico Dowdle,Sam Darnold,Cooper Kupp
973,25,96.74,vogeyberra8,Jaxon Smith-Njigba,Trey McBride,Rachaad White,Chase Brown,Cooper Kupp,Sam Darnold
975,25,96.7,tmoneyttime1,Jonathan Taylor,David Montgomery,Jameson Williams,Michael Pittman Jr.,Daniel Jones,Theo Johnson
975,25,96.7,nez,Jonathan Taylor,David Montgomery,Ladd McConkey,Jaxson Dart,Wan'Dale Robinson,Mason Taylor
975,25,96.7,chadcandles,Cam Skattebo,Javonte Williams,A.J. Brown,Jalen Hurts,Rashid Shaheed,Mason Taylor
978,25,96.68,nez,Breece Hall,Trey Benson,Jaylen Waddle,Michael Pittman Jr.,Daniel Jones,Tommy Tremble
978,25,96.68,kcpolack,Jaxon Smith-Njigba,Quentin Johnston,Trey Benson,Woody Marks,Sam LaPorta,Jaxson Dart
980,25,96.66,carsfrucht,Garrett Wilson,Nico Collins,Brock Bowers,Rico Dowdle,C.J. Stroud,Wan'Dale Robinson
980,25,96.66,sgtsweeny,Nico Collins,Trey McBride,Bucky Irving,Jameson Williams,C.J. Stroud,J.K. Dobbins
982,25,96.62,kuruc711,Jonathan Taylor,Justin Fields,Jake Ferguson,Chris Godwin,Zay Flowers,Josh Reynolds
983,16.68,96.58,whodeysss,Jaxon Smith-Njigba,Nico Collins,David Montgomery,Marvin Harrison,Mark Andrews,Baker Mayfield
983,16.68,96.58,berettajames,Jaxon Smith-Njigba,Trey McBride,Rico Dowdle,Courtland Sutton,Chris Godwin,Bo Nix
983,16.68,96.58,krutches93,Saquon Barkley,Rachaad White,Jake Ferguson,Michael Pittman Jr.,Daniel Jones,Tee Higgins
986,0,96.56,fitzdraftmagic,Jahmyr Gibbs,Emeka Egbuka,Marvin Harrison,Jakobi Meyers,Baker Mayfield,Dallas Goedert
987,0,96.54,ez116,Javonte Williams,Ja'Marr Chase,Alvin Kamara,Marvin Harrison,Juwan Johnson,Lamar Jackson
987,0,96.54,topstatnft,Breece Hall,Nico Collins,Ladd McConkey,Chuba Hubbard,Zach Ertz,Sam Darnold
989,0,96.52,sjweil9,Omarion Hampton,Justin Fields,Rico Dowdle,Michael Pittman Jr.,Chris Godwin,Mason Taylor
989,0,96.52,ez116,Jonathan Taylor,Justin Fields,Deebo Samuel,Chris Godwin,Chase Brown,Dalton Schultz
989,0,96.52,vindep,Jonathan Taylor,Justin Fields,Rachaad White,A.J. Brown,Chris Olave,Mark Andrews
992,0,96.5,sjackson15,Jaxon Smith-Njigba,Tetairoa McMillan,Rachaad White,Chase Brown,Kyler Murray,Brock Bowers
992,0,96.5,noahpetro23,Javonte Williams,David Montgomery,Michael Pittman Jr.,Courtland Sutton,Daniel Jones,Dallas Goedert
992,0,96.5,ingelx,Jonathan Taylor,Trey Benson,Deebo Samuel,Chris Olave,Juwan Johnson,Kyler Murray
992,0,96.5,tubinis2121,Omarion Hampton,Emeka Egbuka,David Montgomery,Sam LaPorta,Jaxson Dart,Wan'Dale Robinson
996,0,96.48,berettajames,Jahmyr Gibbs,Jaylen Waddle,Deebo Samuel,Courtland Sutton,Dallas Goedert,Bo Nix
996,0,96.48,manaray31,Derrick Henry,Javonte Williams,Deebo Samuel,Courtland Sutton,Dallas Goedert,Bo Nix
998,0,96.46,kobegoat2424,Bucky Irving,Nico Collins,Lamar Jackson,A.J. Brown,J.K. Dobbins,Mark Andrews
998,0,96.46,hotsizauce,Jonathan Taylor,Trey Benson,Deebo Samuel,Keenan Allen,Juwan Johnson,Baker Mayfield
1000,0,96.44,rotorun,De'Von Achane,Tetairoa McMillan,Rachaad White,Michael Pittman Jr.,Darren Waller,Tua Tagovailoa
1001,0,96.42,fflinx,Saquon Barkley,Justin Fields,Deebo Samuel,Courtland Sutton,Dallas Goedert,Zach Charbonnet
1002,0,96.4,lineofscrimmage,Jaxon Smith-Njigba,David Montgomery,Jake Ferguson,A.J. Brown,Dak Prescott,Jalen Tolbert
1003,0,96.38,mosioatunya,Jonathan Taylor,Rachaad White,Quentin Johnston,Courtland Sutton,Bo Nix,Dalton Schultz
1003,0,96.38,ad5,Garrett Wilson,George Pickens,Dak Prescott,Deebo Samuel,Sean Tucker,Theo Johnson
1003,0,96.38,d4ve,Nico Collins,George Pickens,Chase Brown,Sam LaPorta,Dak Prescott,DeVonta Smith
1006,0,96.32,krutches93,Omarion Hampton,Justin Fields,Jake Ferguson,J.K. Dobbins,Zay Flowers,DeVonta Smith
1006,0,96.32,kitmo,Breece Hall,Ja'Marr Chase,Deebo Samuel,Michael Pittman Jr.,Jared Goff,Juwan Johnson
1006,0,96.32,wallstwilson,Amon-Ra St. Brown,Ja'Marr Chase,Deebo Samuel,Jared Goff,Mason Taylor,Trevor Etienne
1006,0,96.32,tubinis2121,Jaxon Smith-Njigba,Tetairoa McMillan,Jake Ferguson,Chase Brown,Rachaad White,Bryce Young
1010,0,96.3,urbanik,Jaxon Smith-Njigba,Trey McBride,Sam LaPorta,Rachaad White,Michael Pittman Jr.,Kyler Murray
1011,0,96.28,ecoxer10,Garrett Wilson,Javonte Williams,Rachaad White,Ladd McConkey,Jaxson Dart,Juwan Johnson
1011,0,96.28,bustersboys,Jonathan Taylor,Tyler Warren,Chuba Hubbard,Chris Olave,Wan'Dale Robinson,Jaxson Dart
1011,0,96.28,jameso714,Jaxon Smith-Njigba,Jaylen Waddle,Marvin Harrison,Dak Prescott,Mason Taylor,Ollie Gordon
1014,0,96.26,daddy34,Jahmyr Gibbs,Nico Collins,Jake Ferguson,Chase Brown,Tre Tucker,C.J. Stroud
1014,0,96.26,noahwhit47,Trey McBride,Nico Collins,Rico Dowdle,Michael Pittman Jr.,Baker Mayfield,Wan'Dale Robinson
1014,0,96.26,berettajames,Jaxon Smith-Njigba,Javonte Williams,Brock Bowers,Kenneth Walker III,Zay Flowers,Baker Mayfield
1017,0,96.24,jtmckenzi,De'Von Achane,Brock Bowers,Jaylen Waddle,Courtland Sutton,Zay Flowers,Tua Tagovailoa
1017,0,96.24,urbanik,Jaxon Smith-Njigba,Tyler Warren,Rachaad White,Jameson Williams,Chris Olave,Sam Darnold
1019,0,96.22,mikec6212,Amon-Ra St. Brown,Javonte Williams,Kenneth Walker III,Jared Goff,Keenan Allen,Theo Johnson
1020,0,96.18,dabk,Jonathan Taylor,Emeka Egbuka,Chuba Hubbard,Keenan Allen,Juwan Johnson,Jaxson Dart
1021,0,96.16,cgeeeeee,Jahmyr Gibbs,Emeka Egbuka,Quentin Johnston,Rachaad White,Zach Ertz,Baker Mayfield
1021,0,96.16,fitzdraftmagic,Jaxon Smith-Njigba,Emeka Egbuka,Alvin Kamara,Keenan Allen,Baker Mayfield,Juwan Johnson
1023,0,96.14,bustersboys,Ashton Jeanty,Nico Collins,Tony Pollard,Jayden Daniels,Jaylen Waddle,Theo Johnson
1024,0,96.12,kobegoat2424,Jahmyr Gibbs,Justin Fields,Chuba Hubbard,Zay Flowers,Courtland Sutton,Zach Ertz
1025,0,96.1,topstatnft,Garrett Wilson,Nico Collins,David Montgomery,Michael Pittman Jr.,Theo Johnson,Jaxson Dart
1026,0,96.06,goazcards,Saquon Barkley,Bucky Irving,Quentin Johnston,Lamar Jackson,Courtland Sutton,Mason Taylor
1026,0,96.06,lee121503,Omarion Hampton,Ja'Marr Chase,Jake Ferguson,Chris Godwin,Baker Mayfield,Cooper Kupp
1026,0,96.06,berettajames,De'Von Achane,Emeka Egbuka,Deebo Samuel,Wan'Dale Robinson,Baker Mayfield,Juwan Johnson
1029,0,96.02,lee121503,Amon-Ra St. Brown,Ashton Jeanty,Rachaad White,Sam LaPorta,Jared Goff,Tee Higgins
1030,0,95.98,mrperfect71,Jaxon Smith-Njigba,Tetairoa McMillan,Rachaad White,Darren Waller,Daniel Jones,Josh Downs
1030,0,95.98,samolson31,Jahmyr Gibbs,Jake Ferguson,Rachaad White,Courtland Sutton,Bo Nix,Troy Franklin
1030,0,95.98,cognition10,Jonathan Taylor,Jake Ferguson,Woody Marks,Dak Prescott,Tre Tucker,Wan'Dale Robinson
1030,0,95.98,kuruc711,George Pickens,Ashton Jeanty,Deebo Samuel,Dak Prescott,Wan'Dale Robinson,Darren Waller
1030,0,95.98,rkfd9383,Cam Skattebo,George Pickens,Rico Dowdle,Marvin Harrison,Evan Engram,Bo Nix
1035,0,95.96,justforfunzo,De'Von Achane,Emeka Egbuka,Alvin Kamara,Chris Godwin,Darren Waller,Baker Mayfield
1036,0,95.92,berettajames,Jahmyr Gibbs,Tetairoa McMillan,Chuba Hubbard,Zay Flowers,Darren Waller,Bryce Young
1036,0,95.92,phillyeth,Amon-Ra St. Brown,Jaylen Waddle,Alvin Kamara,Rachaad White,Jared Goff,Mason Taylor
1038,0,95.9,tyler2121,De'Von Achane,Tetairoa McMillan,David Montgomery,Dak Prescott,Tee Higgins,Darren Waller
