place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
443,30,98.12,patrickbarnesyoutube,Saquon Barkley,Rome Odunze,Drake London,TreVeyon Henderson,Kyle Pitts,Michael Penix
443,30,98.12,burtbra3,Bijan Robinson,Davante Adams,Deebo Samuel,Drake Maye,Hunter Henry,Nick Chubb
445,30,98.1,manaray31,Jonathan Taylor,Emeka Egbuka,Quinshon Judkins,Xavier Worthy,Patrick Mahomes,Mark Andrews
445,30,98.1,jasta29,Jahmyr Gibbs,Rome Odunze,Emeka Egbuka,Travis Etienne Jr.,Patrick Mahomes,David Njoku
447,30,98.06,eddieram55,Josh Allen,Bucky Irving,Quinshon Judkins,Keenan Allen,Hunter Henry,Michael Pittman Jr.
448,30,98.02,l1am242,Omarion Hampton,Nico Collins,Quinshon Judkins,Justin Herbert,Quentin Johnston,Dalton Kincaid
449,30,98,hotsizauce,Puka Nacua,Brock Bowers,Zay Flowers,Alvin Kamara,D'Andre Swift,Patrick Mahomes
450,30,97.94,drapp,James Cook,Ashton Jeanty,A.J. Brown,Xavier Worthy,Hunter Henry,Marcus Mariota
451,30,97.92,berettajames,Jahmyr Gibbs,Amon-Ra St. Brown,Quinshon Judkins,Xavier Worthy,Hunter Henry,Jared Goff
452,30,97.9,ahodaniel,Bijan Robinson,Davante Adams,A.J. Brown,Quentin Johnston,Dalton Kincaid,Matthew Stafford
452,30,97.9,tubinis2121,Puka Nacua,Davante Adams,Zay Flowers,Alvin Kamara,Travis Kelce,Matthew Stafford
452,30,97.9,beriov,Bijan Robinson,Kyren Williams,Patrick Mahomes,Quentin Johnston,Travis Kelce,Chris Olave
455,30,97.82,tubinis2121,Puka Nacua,Brock Bowers,Tyler Warren,Tetairoa McMillan,D'Andre Swift,Drake Maye
455,30,97.82,twelvefluidounces,Amon-Ra St. Brown,Bucky Irving,Tetairoa McMillan,TreVeyon Henderson,Dalton Kincaid,Drake Maye
457,30,97.8,sonofkong,Omarion Hampton,Emeka Egbuka,Zay Flowers,Alvin Kamara,Travis Kelce,Patrick Mahomes
457,30,97.8,jbaconator,Puka Nacua,Davante Adams,Zay Flowers,Tony Pollard,Travis Kelce,Matthew Stafford
457,30,97.8,drapp,Jahmyr Gibbs,Davante Adams,Drake London,D'Andre Swift,Zach Ertz,Matthew Stafford
460,30,97.78,hdjdhdjdjsk,Bucky Irving,Amon-Ra St. Brown,Alvin Kamara,Caleb Williams,Michael Pittman Jr.,Dallas Goedert
460,30,97.78,play2w1n,Lamar Jackson,Ashton Jeanty,Drake London,Quinshon Judkins,Travis Kelce,D.J. Moore
462,30,97.76,krutches93,Puka Nacua,Tyler Warren,Deebo Samuel,Jayden Daniels,Chris Olave,Nick Chubb
463,30,97.74,lee121503,Christian McCaffrey,Drake London,Deebo Samuel,Hunter Henry,Chuba Hubbard,Marcus Mariota
464,30,97.72,jettns,Omarion Hampton,Nico Collins,Deebo Samuel,TreVeyon Henderson,Hunter Henry,Drake Maye
465,30,97.68,jt73tigers,Christian McCaffrey,Emeka Egbuka,Tyler Warren,Quentin Johnston,Chris Olave,Daniel Jones
466,30,97.66,wutangkillabees,Christian McCaffrey,Drake London,Ricky Pearsall,Quentin Johnston,Brock Purdy,Brenton Strange
466,30,97.66,lineofscrimmage,Josh Allen,Rome Odunze,Travis Etienne Jr.,TreVeyon Henderson,Quentin Johnston,Mark Andrews
468,30,97.62,berettajames,Bucky Irving,Amon-Ra St. Brown,Quinshon Judkins,Xavier Worthy,Juwan Johnson,Jared Goff
468,30,97.62,yoejoejoe,James Cook,Ashton Jeanty,Zay Flowers,Justin Herbert,Michael Pittman Jr.,Cole Kmet
468,30,97.62,berettajames,Christian McCaffrey,Emeka Egbuka,Cam Skattebo,Quentin Johnston,Hunter Henry,Jared Goff
471,30,97.52,bestballviper,Derrick Henry,Rome Odunze,Emeka Egbuka,Travis Etienne Jr.,Drake Maye,Kyle Pitts
472,30,97.5,gcbeinin,Christian McCaffrey,Quinshon Judkins,Emeka Egbuka,Patrick Mahomes,Keon Coleman,Harold Fannin
472,30,97.5,fatjaffe,Christian McCaffrey,Zay Flowers,A.J. Brown,Travis Etienne Jr.,Patrick Mahomes,Kyle Pitts
472,30,97.5,jeffern8,Bucky Irving,Amon-Ra St. Brown,Alvin Kamara,Tetairoa McMillan,Travis Kelce,Patrick Mahomes
475,30,97.46,hotsizauce,Bucky Irving,Ashton Jeanty,Ricky Pearsall,Tetairoa McMillan,Brock Purdy,Brenton Strange
476,30,97.42,vindep,Kyren Williams,Amon-Ra St. Brown,Tyler Warren,Quentin Johnston,Drake Maye,Nick Chubb
477,30,97.4,jtmckenzi,Saquon Barkley,Davante Adams,Drake London,Tony Pollard,Hunter Henry,Matthew Stafford
478,30,97.34,cavaleman,Malik Nabers,Bucky Irving,Quentin Johnston,D'Andre Swift,Dallas Goedert,Jaxson Dart
478,30,97.34,manaray31,Jahmyr Gibbs,Ashton Jeanty,Zay Flowers,Xavier Worthy,Sam LaPorta,Marcus Mariota
480,30,97.3,gsd4,James Cook,Davante Adams,Tony Pollard,Chris Olave,Matthew Stafford,Dallas Goedert
481,30,97.26,iamskiman,Omarion Hampton,Josh Allen,Zay Flowers,Travis Etienne Jr.,Dalton Kincaid,Rashid Shaheed
481,30,97.26,bestballviper,Josh Allen,Quinshon Judkins,Tetairoa McMillan,Chris Olave,Dalton Kincaid,Woody Marks
481,30,97.26,ez116,Josh Allen,Amon-Ra St. Brown,Deebo Samuel,D'Andre Swift,Khalil Shakir,Cade Otton
481,30,97.26,drgoob,Bijan Robinson,Tyler Warren,A.J. Brown,D'Andre Swift,Quentin Johnston,Baker Mayfield
481,30,97.26,bestballviper,Saquon Barkley,Ashton Jeanty,Ricky Pearsall,Jauan Jennings,Brock Purdy,Dallas Goedert
486,30,97.22,justaguyin503,Amon-Ra St. Brown,Ashton Jeanty,Quinshon Judkins,Jameson Williams,Juwan Johnson,Jared Goff
486,30,97.22,cavaleman,Omarion Hampton,Kyren Williams,Drake London,Tetairoa McMillan,Hunter Henry,Drake Maye
488,30,97.2,fatjaffe,Saquon Barkley,Jalen Hurts,Zay Flowers,D'Andre Swift,Quentin Johnston,Dallas Goedert
489,30,97.14,sickodank,Malik Nabers,Emeka Egbuka,Quinshon Judkins,Travis Etienne Jr.,Dallas Goedert,Jaxson Dart
490,30,97.12,lenkeith,Puka Nacua,Cam Skattebo,A.J. Brown,Quentin Johnston,Hunter Henry,Drake Maye
491,30,97.08,nez,Bijan Robinson,Tyler Warren,Drake London,Alvin Kamara,Michael Pittman Jr.,Daniel Jones
492,30,97.06,imagikarp,Omarion Hampton,Ashton Jeanty,Ricky Pearsall,Tetairoa McMillan,Zach Ertz,Brock Purdy
492,30,97.06,imagikarp,James Cook,Cam Skattebo,Deebo Samuel,Jayden Daniels,Quentin Johnston,Brenton Strange
494,30,97,drapp,Omarion Hampton,Davante Adams,Ricky Pearsall,Travis Etienne Jr.,Sam LaPorta,Matthew Stafford
494,30,97,fitzdraftmagic,Saquon Barkley,Quinshon Judkins,Zay Flowers,Dalton Kincaid,Xavier Worthy,Patrick Mahomes
496,30,96.96,lee121503,Christian McCaffrey,Emeka Egbuka,Travis Etienne Jr.,Keenan Allen,Hunter Henry,Brock Purdy
497,30,96.94,nez,Rome Odunze,Bucky Irving,Jayden Daniels,Deebo Samuel,Xavier Worthy,Brenton Strange
498,30,96.92,robbie83,Omarion Hampton,Bucky Irving,Ricky Pearsall,Tetairoa McMillan,Hunter Henry,Drake Maye
499,30,96.9,nez,Jahmyr Gibbs,Brock Bowers,Drake London,Patrick Mahomes,Travis Etienne Jr.,D.J. Moore
500,30,96.86,topstatnft,Saquon Barkley,Bucky Irving,Deebo Samuel,Keenan Allen,Kyle Pitts,Brock Purdy
501,25,96.82,razor33,Jonathan Taylor,Ashton Jeanty,Quentin Johnston,Jameson Williams,Dalton Kincaid,C.J. Stroud
501,25,96.82,overtherhine,Bucky Irving,Amon-Ra St. Brown,Xavier Worthy,Alvin Kamara,Drake Maye,Juwan Johnson
501,25,96.82,urbanik,Christian McCaffrey,Quinshon Judkins,Emeka Egbuka,Hunter Henry,Drake Maye,Darnell Mooney
504,25,96.8,sjweil9,Bijan Robinson,Davante Adams,Deebo Samuel,Patrick Mahomes,Travis Kelce,Jauan Jennings
504,25,96.8,tonysprocket,Jonathan Taylor,Ashton Jeanty,Patrick Mahomes,Xavier Worthy,Juwan Johnson,Keon Coleman
506,25,96.78,razor33,Jahmyr Gibbs,Amon-Ra St. Brown,Ashton Jeanty,Jayden Daniels,Keenan Allen,Cole Kmet
506,25,96.78,hawkberg,Bijan Robinson,Rome Odunze,Quinshon Judkins,Caleb Williams,D.J. Moore,Dallas Goedert
508,25,96.76,susu3434,James Cook,Ashton Jeanty,A.J. Brown,Xavier Worthy,Travis Kelce,Brock Purdy
509,25,96.72,fatjaffe,Christian McCaffrey,Tyler Warren,A.J. Brown,Quentin Johnston,Drake Maye,Stefon Diggs
510,25,96.7,awe419,Jahmyr Gibbs,Ashton Jeanty,Ricky Pearsall,Patrick Mahomes,Travis Kelce,Jerry Jeudy
510,25,96.7,markey95,Bijan Robinson,Jalen Hurts,Drake London,DeVonta Smith,Hunter Henry,Khalil Shakir
510,25,96.7,craigg503,James Cook,Jalen Hurts,Tetairoa McMillan,Travis Etienne Jr.,Quentin Johnston,Dalton Kincaid
510,25,96.7,chadg20,Puka Nacua,Zay Flowers,Alvin Kamara,Xavier Worthy,Zach Ertz,Matthew Stafford
514,25,96.66,kuruc711,Jonathan Taylor,Emeka Egbuka,Quinshon Judkins,Quentin Johnston,Travis Kelce,Baker Mayfield
515,25,96.62,goods,Jonathan Taylor,Rome Odunze,Emeka Egbuka,Travis Etienne Jr.,Drake Maye,Dalton Kincaid
515,25,96.62,imagikarp,Omarion Hampton,Amon-Ra St. Brown,Ricky Pearsall,Chuba Hubbard,Hunter Henry,Drake Maye
515,25,96.62,cavaleman,James Cook,Rome Odunze,Cam Skattebo,Xavier Worthy,Drake Maye,Hunter Henry
515,25,96.62,noahwhit47,James Cook,Zay Flowers,Drake London,Chris Olave,Kyle Pitts,Michael Penix
519,25,96.6,thewood1105,Christian McCaffrey,Davante Adams,Emeka Egbuka,Travis Kelce,Patrick Mahomes,Nick Chubb
519,25,96.6,tubinis2121,Puka Nacua,Davante Adams,Tyler Warren,Tony Pollard,David Montgomery,Matthew Stafford
521,25,96.58,sickodank,Bijan Robinson,Emeka Egbuka,Quinshon Judkins,Jayden Daniels,Zach Ertz,Khalil Shakir
522,25,96.56,d4ve,Christian McCaffrey,Davante Adams,Tyler Warren,Travis Etienne Jr.,Jauan Jennings,Brock Purdy
523,25,96.52,freefries,Bucky Irving,Amon-Ra St. Brown,Xavier Worthy,Brian Thomas,Zach Ertz,Drake Maye
524,25,96.5,sickodank,Puka Nacua,Deebo Samuel,Alvin Kamara,D.J. Moore,Brenton Strange,Matthew Stafford
524,25,96.5,craigg503,Bijan Robinson,Ashton Jeanty,Tetairoa McMillan,Hunter Henry,Chris Olave,Bryce Young
526,25,96.48,believemeone1,Omarion Hampton,Amon-Ra St. Brown,Quinshon Judkins,Keenan Allen,Hunter Henry,Daniel Jones
527,25,96.46,bestballviper,Saquon Barkley,Quinshon Judkins,Ricky Pearsall,Quentin Johnston,Kyle Pitts,Brock Purdy
527,25,96.46,urbanik,Bijan Robinson,Emeka Egbuka,Quinshon Judkins,Jauan Jennings,Baker Mayfield,Brenton Strange
527,25,96.46,dalemcnail,Josh Allen,Bucky Irving,Alvin Kamara,Brian Thomas,Michael Pittman Jr.,Dallas Goedert
527,25,96.46,zihuatanejo,James Cook,Emeka Egbuka,Drake London,TreVeyon Henderson,Jayden Daniels,Zach Ertz
531,25,96.42,chadcandles,Omarion Hampton,Ashton Jeanty,Deebo Samuel,Justin Herbert,Jameson Williams,Oronde Gadsden
532,25,96.4,nez,Bijan Robinson,Jalen Hurts,Ladd McConkey,Travis Etienne Jr.,Michael Pittman Jr.,Dallas Goedert
532,25,96.4,berettajames,James Cook,Davante Adams,Drake London,Tony Pollard,Juwan Johnson,Matthew Stafford
534,25,96.38,benrothlesberger,Omarion Hampton,Bucky Irving,Deebo Samuel,Xavier Worthy,Juwan Johnson,Daniel Jones
535,25,96.36,zahzz,Puka Nacua,Emeka Egbuka,Tyler Warren,Chuba Hubbard,Jameson Williams,Baker Mayfield
536,25,96.32,berettajames,Bijan Robinson,Davante Adams,Drake London,TreVeyon Henderson,Juwan Johnson,Michael Penix
536,25,96.32,crblake2,James Cook,Tyler Warren,Brian Thomas,Chuba Hubbard,Quentin Johnston,Drake Maye
536,25,96.32,imagikarp,Jahmyr Gibbs,Amon-Ra St. Brown,Deebo Samuel,Travis Etienne Jr.,Travis Kelce,Jared Goff
539,25,96.3,imagikarp,Omarion Hampton,Amon-Ra St. Brown,Chuba Hubbard,Travis Kelce,D.J. Moore,Patrick Mahomes
540,25,96.28,thewood1105,Puka Nacua,Cam Skattebo,Tyler Warren,Michael Pittman Jr.,Daniel Jones,D'Andre Swift
541,25,96.26,tdstrikers,Josh Allen,Emeka Egbuka,Brian Thomas,Quinshon Judkins,Dalton Kincaid,Khalil Shakir
542,25,96.24,krutches93,Omarion Hampton,Ashton Jeanty,Zay Flowers,Chris Olave,David Njoku,Marcus Mariota
543,25,96.22,kpark829,Jonathan Taylor,Ashton Jeanty,Drake London,D.J. Moore,Zach Ertz,Michael Penix
544,25,96.2,bestballviper,Saquon Barkley,Ashton Jeanty,Ladd McConkey,DeVonta Smith,Patrick Mahomes,Kyle Pitts
544,25,96.2,awe419,Christian McCaffrey,Emeka Egbuka,Jalen Hurts,DeVonta Smith,D'Andre Swift,Dallas Goedert
544,25,96.2,xavi1995,Jonathan Taylor,Jalen Hurts,Emeka Egbuka,Tony Pollard,Quentin Johnston,Dallas Goedert
544,25,96.2,fflinx,James Cook,Davante Adams,Tyler Warren,Xavier Worthy,Patrick Mahomes,DeVonta Smith
544,25,96.2,awe419,Bijan Robinson,Tyler Warren,Ricky Pearsall,Tony Pollard,Patrick Mahomes,Hollywood Brown
549,25,96.16,hotsizauce,Jahmyr Gibbs,Josh Allen,Quinshon Judkins,Jakobi Meyers,Quentin Johnston,Dalton Kincaid
549,25,96.16,cavaleman,James Cook,Ashton Jeanty,A.J. Brown,Jayden Daniels,D.J. Moore,Kyle Pitts
549,25,96.16,chadg20,Josh Allen,Ashton Jeanty,Brian Thomas,Alvin Kamara,Khalil Shakir,Zach Ertz
552,25,96.12,vindep,Jahmyr Gibbs,Davante Adams,Deebo Samuel,Travis Etienne Jr.,Mark Andrews,Drake Maye
553,25,96.1,tothemoon1826,Christian McCaffrey,Jalen Hurts,Emeka Egbuka,Keenan Allen,TreVeyon Henderson,Dallas Goedert
554,25,96.08,leagueofitems,Puka Nacua,Tyler Warren,Quinshon Judkins,Michael Pittman Jr.,Daniel Jones,Jerry Jeudy
555,25,96.02,jtmckenzi,Bijan Robinson,Davante Adams,Ashton Jeanty,Sam LaPorta,Jameson Williams,Jared Goff
556,25,96,awe419,Bijan Robinson,Cam Skattebo,Ricky Pearsall,Patrick Mahomes,Chris Olave,Kyle Pitts
556,25,96,jdwwdjjosh,Saquon Barkley,Ashton Jeanty,Brian Thomas,Travis Kelce,Patrick Mahomes,Jauan Jennings
556,25,96,thegrownsimba,Bijan Robinson,Jalen Hurts,Emeka Egbuka,Keenan Allen,Chris Olave,Dallas Goedert
559,25,95.98,d33mart,Omarion Hampton,Rome Odunze,Deebo Samuel,Caleb Williams,Chris Olave,Dallas Goedert
560,25,95.96,nf42,Puka Nacua,Emeka Egbuka,Quinshon Judkins,Juwan Johnson,Jameson Williams,Baker Mayfield
560,25,95.96,jeffern8,James Cook,Emeka Egbuka,Drake London,Chris Olave,Baker Mayfield,Brenton Strange
562,25,95.92,drapp,Puka Nacua,Amon-Ra St. Brown,Brock Bowers,Tony Pollard,D'Andre Swift,Jared Goff
562,25,95.92,mrkukie,Amon-Ra St. Brown,Bucky Irving,Drake London,Alvin Kamara,Jared Goff,Mark Andrews
564,25,95.88,awolff225,Puka Nacua,Cam Skattebo,Tyler Warren,Xavier Worthy,TreVeyon Henderson,Daniel Jones
565,25,95.86,danjpreciado,Bijan Robinson,Nico Collins,Tyler Warren,Travis Etienne Jr.,Jauan Jennings,Brock Purdy
565,25,95.86,manaray31,Puka Nacua,Emeka Egbuka,Zay Flowers,Baker Mayfield,D'Andre Swift,Harold Fannin
565,25,95.86,nf42,Bijan Robinson,Davante Adams,Ricky Pearsall,Hunter Henry,Travis Etienne Jr.,Brock Purdy
565,25,95.86,rydoc21,Bijan Robinson,Tyler Warren,Deebo Samuel,D'Andre Swift,Tre Tucker,Brock Purdy
569,25,95.82,lenkeith,Omarion Hampton,Nico Collins,Zay Flowers,Quinshon Judkins,Travis Kelce,Drake Maye
569,25,95.82,tmoneyttime1,James Cook,Drake London,Deebo Samuel,TreVeyon Henderson,Sam LaPorta,Michael Penix
571,25,95.8,bestballviper,Jonathan Taylor,Ladd McConkey,Emeka Egbuka,Patrick Mahomes,Travis Etienne Jr.,Dallas Goedert
571,25,95.8,vindep,Davante Adams,Amon-Ra St. Brown,Tony Pollard,D'Andre Swift,Patrick Mahomes,Dalton Kincaid
573,25,95.72,jonboybeats,Christian McCaffrey,Zay Flowers,Tyler Warren,Drake Maye,Quentin Johnston,Wan'Dale Robinson
574,25,95.7,flako871,Christian McCaffrey,Emeka Egbuka,Tyler Warren,Sam LaPorta,Patrick Mahomes,Keon Coleman
575,25,95.68,jessepatriss22,Lamar Jackson,Amon-Ra St. Brown,Deebo Samuel,Quinshon Judkins,Hunter Henry,D'Andre Swift
575,25,95.68,jasta29,Jonathan Taylor,Ashton Jeanty,Drake London,Daniel Jones,Michael Pittman Jr.,Zach Ertz
575,25,95.68,lee121503,James Cook,Ashton Jeanty,Brian Thomas,Caleb Williams,D.J. Moore,Kyle Pitts
578,25,95.66,patrickbarnesyoutube,James Cook,Ashton Jeanty,Ladd McConkey,Jauan Jennings,Brock Purdy,Kyle Pitts
578,25,95.66,bifftannen,Omarion Hampton,Ashton Jeanty,Jayden Daniels,D.J. Moore,Zach Ertz,Tyquan Thornton
580,25,95.64,imagikarp,Saquon Barkley,Ashton Jeanty,Drake London,Chris Olave,Juwan Johnson,Spencer Rattler
581,25,95.62,berettajames,Derrick Henry,Bucky Irving,Deebo Samuel,Xavier Worthy,Hunter Henry,Drake Maye
581,25,95.62,piri24,Bijan Robinson,Davante Adams,Brian Thomas,Jayden Daniels,Michael Pittman Jr.,Kyle Pitts
581,25,95.62,jorland50,James Cook,Rome Odunze,Deebo Samuel,Chris Olave,Drake Maye,Hunter Henry
581,25,95.62,jorland50,Omarion Hampton,Bucky Irving,Ricky Pearsall,Chris Olave,Drake Maye,Dalton Kincaid
585,25,95.6,fullyloaded,Bijan Robinson,Ashton Jeanty,Jalen Hurts,Keenan Allen,DeVonta Smith,Brenton Strange
585,25,95.6,berettajames,Derrick Henry,Amon-Ra St. Brown,Deebo Samuel,Jayden Daniels,Quentin Johnston,David Njoku
585,25,95.6,berettajames,Christian McCaffrey,Jalen Hurts,Emeka Egbuka,Jameson Williams,Michael Pittman Jr.,Dallas Goedert
588,25,95.58,litup,Omarion Hampton,Bucky Irving,Zay Flowers,Xavier Worthy,Dalton Kincaid,Geno Smith
589,25,95.56,copperprices,Christian McCaffrey,Emeka Egbuka,Quinshon Judkins,Chris Olave,Baker Mayfield,Mark Andrews
590,25,95.52,imyahuckleberry412,Bijan Robinson,Rome Odunze,Deebo Samuel,Zach Ertz,Michael Pittman Jr.,Michael Penix
591,25,95.5,jaypkinney,James Cook,Ashton Jeanty,Ladd McConkey,Patrick Mahomes,Travis Kelce,D.J. Moore
592,25,95.42,roofingman,Puka Nacua,Tyler Warren,Zay Flowers,Drake Maye,D'Andre Swift,Darnell Mooney
592,25,95.42,overtherhine,Christian McCaffrey,Zay Flowers,Deebo Samuel,Travis Etienne Jr.,Drake Maye,David Njoku
592,25,95.42,tyler2121,Puka Nacua,Emeka Egbuka,Ladd McConkey,Justin Herbert,D'Andre Swift,Dallas Goedert
595,25,95.4,jvtplayz,Jonathan Taylor,Rome Odunze,Drake London,Tony Pollard,Hunter Henry,Matthew Stafford
596,25,95.36,gpngc,Josh Allen,Bucky Irving,Ladd McConkey,D'Andre Swift,Khalil Shakir,Kyle Pitts
596,25,95.36,chadcandles,Cam Skattebo,Ashton Jeanty,Deebo Samuel,Ricky Pearsall,Brock Purdy,Brenton Strange
598,25,95.34,fflinx,Derrick Henry,Ashton Jeanty,Brian Thomas,Quentin Johnston,Hunter Henry,Marcus Mariota
598,25,95.34,jessepatriss22,Christian McCaffrey,Tyler Warren,Zay Flowers,Quentin Johnston,Chris Olave,Marcus Mariota
598,25,95.34,chris,Omarion Hampton,Malik Nabers,Deebo Samuel,Quinshon Judkins,Hunter Henry,Jaxson Dart
601,25,95.32,bigjon,Bucky Irving,Amon-Ra St. Brown,Keenan Allen,Justin Herbert,Quentin Johnston,Dalton Kincaid
601,25,95.32,awe419,Jahmyr Gibbs,Davante Adams,Drake London,Justin Herbert,D'Andre Swift,Kyle Pitts
603,25,95.3,tubinis2121,Jahmyr Gibbs,Ashton Jeanty,Zay Flowers,Patrick Mahomes,D.J. Moore,David Njoku
604,25,95.26,krutches93,Puka Nacua,Tyler Warren,Zay Flowers,D'Andre Swift,Jauan Jennings,Brock Purdy
604,25,95.26,lee121503,Omarion Hampton,Bucky Irving,Deebo Samuel,Jayden Daniels,Jauan Jennings,Zach Ertz
604,25,95.26,krutches93,Puka Nacua,Tyler Warren,Zay Flowers,D'Andre Swift,Jayden Daniels,Jauan Jennings
607,25,95.22,dmlarson,Omarion Hampton,Bucky Irving,Brian Thomas,Jakobi Meyers,Hunter Henry,Drake Maye
607,25,95.22,phillyeth,Omarion Hampton,Amon-Ra St. Brown,TreVeyon Henderson,Jameson Williams,Dallas Goedert,Jared Goff
607,25,95.22,imagikarp,Puka Nacua,Tyler Warren,Chuba Hubbard,Justin Herbert,Quentin Johnston,Nick Chubb
610,25,95.18,benrothlesberger,Omarion Hampton,Ashton Jeanty,Tetairoa McMillan,Caleb Williams,D.J. Moore,Hunter Henry
611,25,95.16,shagnastyball17,Bijan Robinson,Emeka Egbuka,Jakobi Meyers,Chuba Hubbard,Baker Mayfield,Dallas Goedert
611,25,95.16,kuruc711,Josh Allen,Bucky Irving,Quinshon Judkins,Keenan Allen,Hollywood Brown,Dalton Kincaid
613,25,95.1,kcpolack,Jalen Hurts,Omarion Hampton,Quinshon Judkins,DeVonta Smith,Quentin Johnston,Brenton Strange
613,25,95.1,babypigeon,Puka Nacua,Jalen Hurts,Ashton Jeanty,Sam LaPorta,Jauan Jennings,Wan'Dale Robinson
615,25,95.08,jtmckenzi,Saquon Barkley,Amon-Ra St. Brown,Tyler Warren,Alvin Kamara,Quentin Johnston,Daniel Jones
615,25,95.08,stueast13,Puka Nacua,Tyler Warren,Quinshon Judkins,Jayden Daniels,DeVonta Smith,D'Andre Swift
617,25,95.06,jtmckenzi,Josh Allen,Amon-Ra St. Brown,Drake London,Alvin Kamara,Mike Evans,Dalton Kincaid
617,25,95.06,lee121503,Josh Allen,Ashton Jeanty,Alvin Kamara,Keenan Allen,D.J. Moore,Kyle Pitts
619,25,95.04,kuruc711,Jonathan Taylor,Ashton Jeanty,Deebo Samuel,Michael Pittman Jr.,Marcus Mariota,Harold Fannin
620,25,95.02,jtmckenzi,Bijan Robinson,Rome Odunze,Drake London,Tetairoa McMillan,Zach Ertz,Michael Penix
620,25,95.02,zahzz,Omarion Hampton,Nico Collins,Drake London,TreVeyon Henderson,Drake Maye,Juwan Johnson
622,25,95,thewood1105,Christian McCaffrey,Davante Adams,Deebo Samuel,Chuba Hubbard,Sam LaPorta,Matthew Stafford
622,25,95,whodeysss,Christian McCaffrey,Emeka Egbuka,Zay Flowers,Hunter Henry,Jameson Williams,Patrick Mahomes
624,25,94.98,cognition10,Saquon Barkley,Ashton Jeanty,Ricky Pearsall,Michael Pittman Jr.,Daniel Jones,Kyle Pitts
625,25,94.96,danjpreciado,Josh Allen,Ashton Jeanty,Deebo Samuel,Alvin Kamara,Juwan Johnson,Keon Coleman
626,25,94.92,tmoneyttime1,Bijan Robinson,Emeka Egbuka,Drake London,Justin Herbert,Michael Pittman Jr.,Oronde Gadsden
626,25,94.92,pmammino18,Bijan Robinson,Rome Odunze,Tetairoa McMillan,Travis Etienne Jr.,Drake Maye,Harold Fannin
626,25,94.92,patrickbarnesyoutube,Omarion Hampton,Bucky Irving,Jakobi Meyers,Jayden Daniels,Terry McLaurin,Kyle Pitts
629,25,94.88,manaray31,Bijan Robinson,Brock Bowers,Cam Skattebo,Deebo Samuel,Quentin Johnston,Geno Smith
630,25,94.86,mikec6212,James Cook,Quinshon Judkins,Tyler Warren,Xavier Worthy,Baker Mayfield,Chris Godwin
630,25,94.86,ahodaniel,Josh Allen,Ashton Jeanty,Keenan Allen,Quentin Johnston,David Montgomery,Dalton Kincaid
632,25,94.82,thewood1105,Bijan Robinson,Cam Skattebo,Tyler Warren,Xavier Worthy,Michael Pittman Jr.,Jared Goff
632,25,94.82,awe419,Saquon Barkley,Ashton Jeanty,Drake London,Justin Herbert,Zach Ertz,Jerry Jeudy
632,25,94.82,krutches93,Bucky Irving,Amon-Ra St. Brown,Jakobi Meyers,Travis Etienne Jr.,Drake Maye,David Njoku
635,25,94.8,sirjames31,Saquon Barkley,Rome Odunze,Emeka Egbuka,Patrick Mahomes,TreVeyon Henderson,Brenton Strange
635,25,94.8,thegrownsimba,Saquon Barkley,Kyren Williams,Drake London,Patrick Mahomes,Hunter Henry,Hollywood Brown
635,25,94.8,kcpolack,Jahmyr Gibbs,Jalen Hurts,Quinshon Judkins,DeVonta Smith,Quentin Johnston,Kyle Pitts
635,25,94.8,awe419,Bijan Robinson,Jalen Hurts,Jakobi Meyers,Michael Pittman Jr.,D'Andre Swift,Dallas Goedert
639,25,94.76,nez,Jahmyr Gibbs,Josh Allen,Deebo Samuel,TreVeyon Henderson,Michael Pittman Jr.,Hunter Henry
639,25,94.76,fatjaffe,Christian McCaffrey,Zay Flowers,Deebo Samuel,Jayden Daniels,Chris Olave,Kyle Pitts
641,25,94.74,acegm34,Puka Nacua,Cam Skattebo,Deebo Samuel,David Montgomery,Marcus Mariota,Dallas Goedert
642,25,94.72,gowolvesuwg,Bijan Robinson,Emeka Egbuka,Tyler Warren,David Montgomery,Jared Goff,Quentin Johnston
643,25,94.7,awe419,Jahmyr Gibbs,Davante Adams,Drake London,Patrick Mahomes,D'Andre Swift,David Njoku
644,25,94.66,hotsizauce,Christian McCaffrey,Davante Adams,Tyler Warren,D'Andre Swift,Chris Olave,Brock Purdy
644,25,94.66,hotsizauce,Puka Nacua,Tyler Warren,Ricky Pearsall,Tony Pollard,D'Andre Swift,Brock Purdy
646,25,94.64,mtmrevolt,Bijan Robinson,Cam Skattebo,Deebo Samuel,Jayden Daniels,Quentin Johnston,Cade Otton
647,25,94.6,bestballviper,Saquon Barkley,Alvin Kamara,Drake London,Keenan Allen,Patrick Mahomes,Kyle Pitts
647,25,94.6,nez,Christian McCaffrey,Chuba Hubbard,Tyler Warren,Xavier Worthy,Patrick Mahomes,Jauan Jennings
647,25,94.6,anytimestuds,Puka Nacua,Zay Flowers,Tyler Warren,Juwan Johnson,Jacory Croskey-Merritt,Matthew Stafford
647,25,94.6,jordanchand,Puka Nacua,Zay Flowers,Deebo Samuel,Jayden Daniels,Zach Ertz,Rhamondre Stevenson
647,25,94.6,patrickbarnesyoutube,Bucky Irving,Amon-Ra St. Brown,Brian Thomas,TreVeyon Henderson,David Njoku,Patrick Mahomes
