place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
1006,0,86.24,fflinx,Ja'Marr Chase,George Pickens,Dak Prescott,Michael Carter,David Njoku,Rashid Shaheed
1006,0,86.24,cowboys282,Christian McCaffrey,Travis Etienne Jr.,Jake Ferguson,Kendrick Bourne,Baker Mayfield,Tez Johnson
1014,0,86.22,drapp,Jonathan Taylor,Trey McBride,Brian Thomas,Chase Brown,Jauan Jennings,Trevor Lawrence
1014,0,86.22,noticemesenpai,De'Von Achane,Jaylen Waddle,Ladd McConkey,CeeDee Lamb,David Njoku,Tua Tagovailoa
1016,0,86.2,twelvefluidounces,Josh Jacobs,Travis Etienne Jr.,DK Metcalf,Zay Flowers,Lamar Jackson,Taysom Hill
1017,0,86.18,dreamingofsundays,De'Von Achane,Travis Etienne Jr.,Marvin Harrison,Daniel Jones,Jake Tonges,Josh Downs
1018,0,86.16,brusselhenry,Ja'Marr Chase,Rico Dowdle,Jordan Love,Romeo Doubs,TreVeyon Henderson,Taysom Hill
1018,0,86.16,cowboys555333sequinstars,Quinshon Judkins,Rico Dowdle,Jordan Love,DK Metcalf,Chris Godwin,Brock Bowers
1018,0,86.16,krutches93,Rachaad White,Rico Dowdle,Justin Herbert,Keenan Allen,Chris Godwin,Brock Bowers
1021,0,86.14,mre6v6i6l,Kyren Williams,Ladd McConkey,Drake Maye,Romeo Doubs,TreVeyon Henderson,Harold Fannin
1021,0,86.14,partyboy011,Kyren Williams,Rachaad White,Dak Prescott,DK Metcalf,Jakobi Meyers,AJ Barner
1021,0,86.14,skycrew808,Jaxon Smith-Njigba,Dak Prescott,Brian Thomas,Romeo Doubs,Jake Tonges,Rhamondre Stevenson
1021,0,86.14,jettns,Rachaad White,George Pickens,Dak Prescott,Darren Waller,Tee Higgins,Travis Hunter
1021,0,86.14,keve12,De'Von Achane,Ja'Marr Chase,Baker Mayfield,Quentin Johnston,Rhamondre Stevenson,Mark Andrews
1026,0,86.12,brorannosaurusflex,Christian McCaffrey,Brian Thomas,Tucker Kraft,Jakobi Meyers,Trevor Lawrence,Alvin Kamara
1026,0,86.12,patrickbarnesyoutube,Jonathan Taylor,Trey McBride,Ladd McConkey,Jauan Jennings,Jaylen Warren,Kyler Murray
1028,0,86.1,babystevie,Josh Jacobs,Jaylen Waddle,Travis Etienne Jr.,Daniel Jones,Jauan Jennings,Harold Fannin
1028,0,86.1,gpngc,Ashton Jeanty,George Pickens,DK Metcalf,Chase Brown,Darren Waller,Tua Tagovailoa
1028,0,86.1,icecreammane,De'Von Achane,Stefon Diggs,DK Metcalf,Matthew Golden,Aaron Rodgers,Taysom Hill
1031,0,86.08,thegrownsimba,Jonathan Taylor,Jake Ferguson,Michael Carter,Daniel Jones,Matthew Golden,Cooper Kupp
1031,0,86.08,lee121503,Jaxon Smith-Njigba,Tyler Warren,Michael Carter,Jaylen Warren,Kendrick Bourne,Mac Jones
1033,0,86.06,bmiller813,Kyren Williams,Tetairoa McMillan,DK Metcalf,Justin Herbert,Harold Fannin,Sterling Shepard
1033,0,86.06,cutcutler,De'Von Achane,Justin Herbert,Jake Ferguson,Romeo Doubs,Hassan Haskins,Kendrick Bourne
1033,0,86.06,gmeholder,De'Von Achane,Trey McBride,Jordan Love,Matthew Golden,Tee Higgins,Travis Hunter
1036,0,86.04,fitzdraftmagic,Kyren Williams,Tetairoa McMillan,Drake Maye,Michael Carter,Matthew Golden,Cade Otton
1037,0,86.02,nez,Rico Dowdle,Brian Thomas,Kenneth Walker III,Darren Waller,Trevor Lawrence,Travis Hunter
1038,0,86,berettajames,Jonathan Taylor,Brian Thomas,Ladd McConkey,Darren Waller,Romeo Doubs,Tua Tagovailoa
1038,0,86,tonysprocket,De'Von Achane,Davante Adams,DK Metcalf,Jaylen Warren,Jake Tonges,Aaron Rodgers
1038,0,86,d4ve,De'Von Achane,Trey McBride,Quentin Johnston,CeeDee Lamb,Chase Brown,Tua Tagovailoa
1041,0,85.98,nez,Christian McCaffrey,Tyler Warren,Brian Thomas,Jauan Jennings,Kendrick Bourne,Mac Jones
1041,0,85.98,vindep,Josh Jacobs,Brian Thomas,Travis Etienne Jr.,Quentin Johnston,Jake Tonges,Mac Jones
1041,0,85.98,vindep,Josh Jacobs,Trey McBride,Michael Carter,Chris Olave,Jakobi Meyers,Mac Jones
1044,0,85.96,manaray31,George Pickens,Rico Dowdle,Jordan Love,Romeo Doubs,Calvin Ridley,Juwan Johnson
1045,0,85.94,siradan,Jonathan Taylor,DK Metcalf,Baker Mayfield,Rhamondre Stevenson,Kendrick Bourne,AJ Barner
1045,0,85.94,in3us,Jaxon Smith-Njigba,Davante Adams,Drake Maye,Michael Carter,Tony Pollard,Michael Mayer
1045,0,85.94,chessliam,Rachaad White,George Pickens,Dak Prescott,Michael Pittman Jr.,Kendrick Bourne,Juwan Johnson
1048,0,85.92,mosioatunya,Jaxon Smith-Njigba,Ja'Marr Chase,Michael Carter,Marvin Harrison,Jake Tonges,Trevor Lawrence
1048,0,85.92,twelvefluidounces,Rico Dowdle,Rachaad White,Jauan Jennings,Tee Higgins,Trevor Lawrence,Jake Tonges
1048,0,85.92,gpngc,Josh Jacobs,Ladd McConkey,Kenneth Walker III,Jakobi Meyers,Trevor Lawrence,Cade Otton
1051,0,85.88,amacd123,Christian McCaffrey,Tyler Warren,CeeDee Lamb,Zay Flowers,Daniel Jones,Zach Charbonnet
1052,0,85.86,boomerwins,Josh Jacobs,Tucker Kraft,Jordan Love,Chase Brown,Matthew Golden,Tre Tucker
1052,0,85.86,hotsizauce,Jaxon Smith-Njigba,Derrick Henry,Ladd McConkey,Michael Pittman Jr.,Hunter Henry,Brock Purdy
1052,0,85.86,benrothlesberger,Josh Jacobs,Stefon Diggs,Ladd McConkey,Jordan Love,Romeo Doubs,AJ Barner
1052,0,85.86,tubinis2121,De'Von Achane,Justin Herbert,Keenan Allen,Chase Brown,Chris Godwin,Jake Tonges
1056,0,85.84,krutches93,Ja'Marr Chase,Rachaad White,CeeDee Lamb,Dak Prescott,Brock Bowers,Chuba Hubbard
1057,0,85.8,wanderingpenny,Rico Dowdle,Ja'Marr Chase,Marvin Harrison,Hunter Henry,Kendre Miller,Kyler Murray
1058,0,85.78,patmoore967,De'Von Achane,Jake Ferguson,Marvin Harrison,Jaylen Warren,Daniel Jones,Ricky Pearsall
1058,0,85.78,brorannosaurusflex,Christian McCaffrey,Trey McBride,DK Metcalf,Chris Olave,Kyler Murray,Kenneth Gainwell
1060,0,85.76,mosioatunya,Christian McCaffrey,Tyler Warren,Ladd McConkey,Michael Pittman Jr.,Chase Brown,Bryce Young
1061,0,85.74,aaronjh22,De'Von Achane,Rachaad White,Dak Prescott,Chris Olave,David Njoku,Jauan Jennings
1061,0,85.74,patrickbarnesyoutube,Rachaad White,Rico Dowdle,Tucker Kraft,Baker Mayfield,Jauan Jennings,Zay Flowers
1061,0,85.74,pdidrew,Ashton Jeanty,George Pickens,Dak Prescott,Michael Pittman Jr.,Tee Higgins,Jake Tonges
1061,0,85.74,berettajames,George Pickens,Quinshon Judkins,Dak Prescott,Calvin Ridley,Kendrick Bourne,Michael Mayer
1061,0,85.74,thegrownsimba,Jaxon Smith-Njigba,Jake Ferguson,Dak Prescott,Chase Brown,Rhamondre Stevenson,Kendrick Bourne
1066,0,85.7,benrothlesberger,Jaxon Smith-Njigba,Derrick Henry,DK Metcalf,Romeo Doubs,Sam Darnold,Juwan Johnson
1066,0,85.7,brorannosaurusflex,De'Von Achane,Stefon Diggs,Tucker Kraft,Sam Darnold,Cooper Kupp,Alvin Kamara
1066,0,85.7,patmoore967,Jaxon Smith-Njigba,Travis Etienne Jr.,DK Metcalf,Jakobi Meyers,Sam Darnold,AJ Barner
1069,0,85.68,emostertag5,De'Von Achane,Stefon Diggs,Michael Carter,Daniel Jones,Romeo Doubs,Michael Mayer
1069,0,85.68,johngalt,Jaxon Smith-Njigba,Rachaad White,Keenan Allen,Mac Jones,Jake Tonges,Kendrick Bourne
1071,0,85.66,berettajames,Kyren Williams,Ja'Marr Chase,Quentin Johnston,Justin Herbert,Jake Tonges,Kendrick Bourne
1071,0,85.66,awe419,Rachaad White,Rico Dowdle,Chris Olave,Justin Herbert,Zay Flowers,Juwan Johnson
1071,0,85.66,patrickbarnesyoutube,Rachaad White,Trey McBride,Justin Herbert,Chris Olave,TreVeyon Henderson,Kendrick Bourne
1071,0,85.66,danjpreciado,Josh Jacobs,Tyler Warren,Michael Carter,Chris Olave,Jauan Jennings,Brock Purdy
1075,0,85.64,vindep,Jonathan Taylor,Brian Thomas,Tyler Warren,Baker Mayfield,Jakobi Meyers,TreVeyon Henderson
1075,0,85.64,dprep80,George Pickens,Ja'Marr Chase,Marvin Harrison,Dak Prescott,Cade Otton,TreVeyon Henderson
1077,0,85.62,jettns,Jaxon Smith-Njigba,Brian Thomas,Keenan Allen,Chase Brown,Trevor Lawrence,AJ Barner
1078,0,85.6,partyboy011,Emeka Egbuka,Rico Dowdle,Kenneth Walker III,DK Metcalf,Sam Darnold,AJ Barner
1079,0,85.58,vindep,Christian McCaffrey,Trey McBride,Michael Carter,Daniel Jones,Jakobi Meyers,Cooper Kupp
1079,0,85.58,danjpreciado,Christian McCaffrey,Trey McBride,Travis Etienne Jr.,Quentin Johnston,Daniel Jones,Alec Pierce
1081,0,85.56,thegrownsimba,De'Von Achane,Derrick Henry,Tucker Kraft,Jordan Love,Rashid Shaheed,Cooper Kupp
1081,0,85.56,cab4123,Ja'Marr Chase,Rico Dowdle,Hunter Henry,Marvin Harrison,Tony Pollard,Kyler Murray
1083,0,85.54,goathopgrower,Jaxon Smith-Njigba,Travis Etienne Jr.,Drake Maye,Rhamondre Stevenson,Kendrick Bourne,Taysom Hill
1084,0,85.52,jaypkinney,De'Von Achane,Jaylen Waddle,Ladd McConkey,Michael Pittman Jr.,Tua Tagovailoa,Harold Fannin
1085,0,85.5,iceyffb,Kyren Williams,Tetairoa McMillan,Ladd McConkey,Romeo Doubs,Hunter Henry,Kyler Murray
1086,0,85.48,mosioatunya,Rachaad White,George Pickens,Jaylen Warren,Chris Olave,Jake Tonges,Mac Jones
1086,0,85.48,fflinx,Jonathan Taylor,Tyler Warren,Travis Etienne Jr.,Romeo Doubs,Daniel Jones,Tre Tucker
1088,0,85.46,mylegisshaking,Christian McCaffrey,Trey McBride,Tucker Kraft,Jakobi Meyers,Cooper Kupp,Bryce Young
1088,0,85.46,jettns,Rico Dowdle,Tetairoa McMillan,Keenan Allen,Darren Waller,Bryce Young,Rashid Shaheed
1090,0,85.44,cmags0511,Kyren Williams,Ja'Marr Chase,Dak Prescott,Michael Pittman Jr.,Cade Otton,Kendrick Bourne
1090,0,85.44,thewood1105,Rachaad White,George Pickens,Keenan Allen,Baker Mayfield,Cade Otton,Alvin Kamara
1090,0,85.44,mosioatunya,Rachaad White,Rico Dowdle,Drake Maye,Hunter Henry,Jauan Jennings,Rashid Shaheed
1093,0,85.42,lenkeith,De'Von Achane,Davante Adams,Ladd McConkey,Michael Pittman Jr.,Jake Tonges,Trevor Lawrence
1094,0,85.38,iamskiman,Jonathan Taylor,Tyler Warren,Travis Etienne Jr.,Kendrick Bourne,Mac Jones,Cooper Kupp
1094,0,85.38,krutches93,De'Von Achane,Derrick Henry,Tucker Kraft,CeeDee Lamb,Tre Tucker,Lamar Jackson
1096,0,85.36,grelly,Jaxon Smith-Njigba,Tetairoa McMillan,Tucker Kraft,Chase Brown,TreVeyon Henderson,Bryce Young
1096,0,85.36,patrickbarnesyoutube,Rachaad White,Rico Dowdle,Justin Herbert,Chris Olave,Brock Bowers,Jauan Jennings
1096,0,85.36,dreamingofsundays,Josh Jacobs,Tyler Warren,Kenneth Walker III,Jordan Love,Matthew Golden,Tee Higgins
1096,0,85.36,babystevie,Jonathan Taylor,Tyler Warren,Ladd McConkey,Jordan Love,Matthew Golden,Jauan Jennings
1100,0,85.34,samolson31,De'Von Achane,Stefon Diggs,Drake Maye,Chris Olave,Michael Carter,Mark Andrews
1100,0,85.34,thegrownsimba,Rico Dowdle,Emeka Egbuka,Baker Mayfield,Chris Olave,TreVeyon Henderson,Michael Mayer
1100,0,85.34,berettajames,George Pickens,Kyren Williams,Dak Prescott,Kenneth Walker III,Michael Mayer,Calvin Ridley
1100,0,85.34,grelly,De'Von Achane,Stefon Diggs,Drake Maye,Darren Waller,Chase Brown,Tee Higgins
1100,0,85.34,jordanchand,Rachaad White,Ja'Marr Chase,Drake Maye,Jakobi Meyers,Jonnu Smith,Matthew Golden
1105,0,85.32,awe419,Rachaad White,Tetairoa McMillan,Chris Olave,Jaylen Warren,Michael Mayer,Trevor Lawrence
1105,0,85.32,patmoore967,Josh Jacobs,Jaylen Waddle,Ladd McConkey,Darren Waller,Tony Pollard,Tua Tagovailoa
1107,0,85.3,jonboybeats,Jaxon Smith-Njigba,Tetairoa McMillan,Tucker Kraft,Chase Brown,Travis Hunter,Sam Darnold
1108,0,85.28,lee121503,De'Von Achane,Tyler Warren,Ladd McConkey,Marvin Harrison,TreVeyon Henderson,Kyler Murray
1108,0,85.28,gpngc,Christian McCaffrey,Tyler Warren,Ladd McConkey,Daniel Jones,Calvin Ridley,TreVeyon Henderson
1108,0,85.28,awe419,George Pickens,Rachaad White,Jaylen Warren,Chris Olave,Mac Jones,AJ Barner
1111,0,85.26,hett711,De'Von Achane,Brian Thomas,Tucker Kraft,Jordan Love,Jakobi Meyers,TreVeyon Henderson
1111,0,85.26,bestballviper,Josh Jacobs,Tetairoa McMillan,Tucker Kraft,Michael Pittman Jr.,Zay Flowers,Bryce Young
1113,0,85.24,noahwhit47,Josh Jacobs,Derrick Henry,Drake Maye,Jakobi Meyers,David Njoku,Rashid Shaheed
1114,0,85.22,jtmckenzi,De'Von Achane,Jaylen Waddle,Trey McBride,Chris Godwin,Chase Brown,Tua Tagovailoa
1115,0,85.2,awe419,Christian McCaffrey,Brian Thomas,Trey McBride,Michael Pittman Jr.,Chase Brown,Kyler Murray
1116,0,85.18,bustersboys,Ashton Jeanty,Ja'Marr Chase,Ladd McConkey,Romeo Doubs,Jake Tonges,Mac Jones
1116,0,85.18,wanderingpenny,Christian McCaffrey,Brian Thomas,Ladd McConkey,TreVeyon Henderson,Jake Tonges,Brock Purdy
1118,0,85.16,joopy,De'Von Achane,Rachaad White,Tucker Kraft,Jordan Love,Romeo Doubs,Rashid Shaheed
1118,0,85.16,ingelx,Jaxon Smith-Njigba,Trey McBride,Travis Etienne Jr.,Keenan Allen,Kyler Murray,Alvin Kamara
1118,0,85.16,mikec6212,Josh Jacobs,Rico Dowdle,Brock Bowers,Jakobi Meyers,Calvin Ridley,Geno Smith
1118,0,85.16,drapp,Ashton Jeanty,Tetairoa McMillan,Michael Carter,DK Metcalf,Jake Tonges,Bryce Young
1118,0,85.16,jeffern8,Jonathan Taylor,Brian Thomas,Kenneth Walker III,Romeo Doubs,Justin Herbert,Michael Mayer
1118,0,85.16,gpngc,Javonte Williams,George Pickens,DK Metcalf,Michael Carter,Cade Otton,Bryce Young
1124,0,85.14,garricktolley,Josh Jacobs,Stefon Diggs,Ladd McConkey,Drake Maye,Brock Bowers,TreVeyon Henderson
1124,0,85.14,mosioatunya,Josh Jacobs,Trey McBride,Kenneth Walker III,Baker Mayfield,Jakobi Meyers,Tee Higgins
1124,0,85.14,jtmckenzi,Jonathan Taylor,Stefon Diggs,Drake Maye,Chris Olave,Zay Flowers,Brock Bowers
1124,0,85.14,patrickbarnesyoutube,Christian McCaffrey,Ladd McConkey,Stefon Diggs,Brock Bowers,Drake Maye,Jakobi Meyers
1124,0,85.14,mosioatunya,De'Von Achane,Derrick Henry,Tucker Kraft,Baker Mayfield,Zay Flowers,Sterling Shepard
1129,0,85.12,berettajames,Jonathan Taylor,Brian Thomas,Tyler Warren,Marvin Harrison,Kyler Murray,Tony Pollard
1129,0,85.12,tubinis2121,Josh Jacobs,Trey McBride,Travis Etienne Jr.,Michael Pittman Jr.,Tee Higgins,Kyler Murray
1131,0,85.1,tubinis2121,Rachaad White,Tyler Warren,Kenneth Walker III,Chris Olave,Kendrick Bourne,Sam Darnold
1132,0,85.08,papaaidz,Jonathan Taylor,Tyler Warren,Marvin Harrison,Daniel Jones,Matthew Golden,Tee Higgins
1132,0,85.08,grelly,Jonathan Taylor,Trey McBride,Ladd McConkey,Chase Brown,Zay Flowers,Kyler Murray
1132,0,85.08,rowe462000,Christian McCaffrey,Derrick Henry,Jake Ferguson,Daniel Jones,Romeo Doubs,Tee Higgins
1135,0,85.06,noahpetro23,Kyren Williams,Rico Dowdle,Jordan Love,Marvin Harrison,Tee Higgins,AJ Barner
1135,0,85.06,copperprices,Kyren Williams,Tetairoa McMillan,CeeDee Lamb,Romeo Doubs,Jake Tonges,Bryce Young
1135,0,85.06,schmohawks,George Pickens,Tetairoa McMillan,Marvin Harrison,Alvin Kamara,Bryce Young,Chig Okonkwo
1138,0,85.04,awe419,Christian McCaffrey,Trey McBride,Brian Thomas,Chase Brown,Matthew Stafford,Cooper Kupp
1138,0,85.04,jtmckenzi,Puka Nacua,Trey McBride,Drake Maye,Jaylen Warren,Chris Olave,Kendrick Bourne
1138,0,85.04,sheabones,George Pickens,Trey McBride,Baker Mayfield,Hunter Henry,Tony Pollard,Cooper Kupp
1141,0,85,whodeysss,Rico Dowdle,Rachaad White,Keenan Allen,Romeo Doubs,David Njoku,Sam Darnold
1141,0,85,freefries,Christian McCaffrey,CeeDee Lamb,DK Metcalf,TreVeyon Henderson,Taysom Hill,Sam Darnold
1143,0,84.98,fflinx,Christian McCaffrey,Tyler Warren,Brian Thomas,Daniel Jones,Rhamondre Stevenson,Rashid Shaheed
1143,0,84.98,patrickbarnesyoutube,Josh Jacobs,Jaylen Waddle,Ladd McConkey,Jakobi Meyers,Brock Bowers,Geno Smith
1143,0,84.98,dabk,De'Von Achane,Jaylen Waddle,Jake Ferguson,Justin Herbert,Alvin Kamara,Travis Hunter
1146,0,84.96,dylancash22,Josh Jacobs,Ladd McConkey,Justin Herbert,Jake Tonges,TreVeyon Henderson,Malik Washington
1146,0,84.96,tbrook3434,Christian McCaffrey,Tucker Kraft,Jordan Love,Matthew Golden,Kendrick Bourne,Tee Higgins
1148,0,84.94,drjikininki,De'Von Achane,Tyler Warren,Michael Carter,Baker Mayfield,Matthew Golden,Isaiah Bond
1148,0,84.94,brorannosaurusflex,Jaxon Smith-Njigba,Stefon Diggs,Drake Maye,Chris Olave,David Njoku,Alvin Kamara
1150,0,84.92,mosioatunya,Jaxon Smith-Njigba,Jaylen Waddle,DK Metcalf,Hunter Henry,Sam Darnold,Zach Charbonnet
1151,0,84.88,awe419,De'Von Achane,Stefon Diggs,DK Metcalf,Daniel Jones,Alvin Kamara,Juwan Johnson
1151,0,84.88,patrickbarnesyoutube,Josh Jacobs,Trey McBride,Quentin Johnston,Chris Olave,Jauan Jennings,Mac Jones
1153,0,84.86,bestballviper,Ashton Jeanty,Tetairoa McMillan,Ladd McConkey,Calvin Ridley,Bryce Young,Harold Fannin
1153,0,84.86,nerfnerfnerf,Kyren Williams,George Pickens,Justin Herbert,Hassan Haskins,Matthew Golden,AJ Barner
1155,0,84.84,mikec6212,Kyren Williams,Rico Dowdle,Drake Maye,Hunter Henry,Calvin Ridley,Ricky Pearsall
1156,0,84.8,grelly,Rico Dowdle,Quinshon Judkins,DK Metcalf,Marvin Harrison,Cade Otton,Kyler Murray
1156,0,84.8,jtmckenzi,De'Von Achane,Jaylen Waddle,Tyler Warren,Michael Pittman Jr.,Daniel Jones,Bucky Irving
1158,0,84.78,griff384,Jaxon Smith-Njigba,Trey McBride,DK Metcalf,Chase Brown,Hassan Haskins,Mac Jones
1158,0,84.78,stevep98,Rachaad White,Ja'Marr Chase,Darren Waller,Daniel Jones,Jerry Jeudy,Alvin Kamara
1158,0,84.78,playerq,Rico Dowdle,Rachaad White,Chris Olave,Keenan Allen,Taysom Hill,Mac Jones
1161,0,84.76,mosioatunya,Jaxon Smith-Njigba,Jaylen Waddle,Kenneth Walker III,Dak Prescott,Darren Waller,Tez Johnson
1161,0,84.76,friarbets,Jaxon Smith-Njigba,Tetairoa McMillan,Tucker Kraft,Chase Brown,Travis Hunter,Bryce Young
1161,0,84.76,iceburg974,Josh Jacobs,Jaylen Waddle,Dak Prescott,Jake Tonges,Rhamondre Stevenson,Tre Tucker
1161,0,84.76,berettajames,Christian McCaffrey,Derrick Henry,Trey McBride,Jordan Love,Romeo Doubs,Tre Tucker
1165,0,84.74,cutcutler,Kyren Williams,Rachaad White,Drake Maye,Hunter Henry,Rashid Shaheed,Kendrick Bourne
1165,0,84.74,cavaleman,Josh Jacobs,Derrick Henry,Keenan Allen,Drake Maye,Jauan Jennings,AJ Barner
1167,0,84.72,sjweil9,Christian McCaffrey,Tyler Warren,Ladd McConkey,Trevor Lawrence,Jakobi Meyers,Zach Charbonnet
1168,0,84.7,brorannosaurusflex,Josh Jacobs,Jaylen Waddle,Tucker Kraft,Daniel Jones,Rhamondre Stevenson,Alec Pierce
1168,0,84.7,whodeysss,Rico Dowdle,Rachaad White,Michael Pittman Jr.,Hunter Henry,Tre Tucker,Sam Darnold
1168,0,84.7,smurftastic,Josh Jacobs,Quentin Johnston,Trey McBride,CeeDee Lamb,Calvin Ridley,Lamar Jackson
1171,0,84.68,spungos,Jonathan Taylor,Ladd McConkey,Tucker Kraft,Calvin Ridley,Kendrick Bourne,Mac Jones
1172,0,84.66,danjpreciado,Rachaad White,Rico Dowdle,Jordan Love,Keenan Allen,Matthew Golden,David Njoku
1172,0,84.66,tubinis2121,De'Von Achane,Tetairoa McMillan,Jake Ferguson,Justin Herbert,Zay Flowers,TreVeyon Henderson
1172,0,84.66,berettajames,Ashton Jeanty,Ja'Marr Chase,Keenan Allen,Justin Herbert,Jake Tonges,Kendrick Bourne
1172,0,84.66,thegale,Kyren Williams,Tetairoa McMillan,Tucker Kraft,DK Metcalf,David Njoku,Bryce Young
1176,0,84.64,cgeeeeee,Ashton Jeanty,George Pickens,Dak Prescott,Hunter Henry,Tony Pollard,Jalen Coker
1176,0,84.64,steeleupdown,Jonathan Taylor,Dak Prescott,Jake Ferguson,Alvin Kamara,Cooper Kupp,Tee Higgins
1176,0,84.64,kobegoat2424,Quinshon Judkins,Ja'Marr Chase,Drake Maye,DK Metcalf,Chris Godwin,AJ Barner
1176,0,84.64,brorannosaurusflex,Rico Dowdle,Davante Adams,Michael Carter,Baker Mayfield,Jake Tonges,Tez Johnson
1180,0,84.6,manaray31,De'Von Achane,Derrick Henry,Ladd McConkey,Darren Waller,Rashid Shaheed,Tua Tagovailoa
1180,0,84.6,mathology,Quinshon Judkins,George Pickens,DK Metcalf,Brian Thomas,Brock Bowers,Lamar Jackson
1182,0,84.58,kobegoat2424,Josh Jacobs,Stefon Diggs,Travis Etienne Jr.,Daniel Jones,Jake Tonges,Cooper Kupp
1183,0,84.56,squirkz,Josh Jacobs,Jaylen Waddle,Dak Prescott,Jaylen Warren,Romeo Doubs,Mark Andrews
1183,0,84.56,d4ve,De'Von Achane,Davante Adams,Tucker Kraft,Jordan Love,Tony Pollard,Kendrick Bourne
1183,0,84.56,drapp,Josh Jacobs,Trey McBride,Quentin Johnston,CeeDee Lamb,Kyler Murray,TreVeyon Henderson
1186,0,84.54,goods,Christian McCaffrey,Tucker Kraft,Travis Etienne Jr.,Jauan Jennings,Drake Maye,Mike Evans
1186,0,84.54,ironram8,George Pickens,Rico Dowdle,Darren Waller,Matthew Stafford,Isaiah Bond,Jakobi Meyers
1186,0,84.54,cashmeoutb,De'Von Achane,Stefon Diggs,Dak Prescott,Chase Brown,David Njoku,Kendrick Bourne
1189,0,84.52,kobegoat2424,Christian McCaffrey,Derrick Henry,Brian Thomas,Hunter Henry,Romeo Doubs,Trevor Lawrence
1189,0,84.52,d4ve,Jonathan Taylor,Trey McBride,Brian Thomas,Zay Flowers,Rhamondre Stevenson,Trevor Lawrence
1191,0,84.5,garricktolley,Jaxon Smith-Njigba,Tetairoa McMillan,Darren Waller,Romeo Doubs,Tony Pollard,Sam Darnold
1191,0,84.5,spartan,Jaxon Smith-Njigba,Derrick Henry,Quentin Johnston,Jaylen Warren,Sam Darnold,Harold Fannin
1191,0,84.5,lenkeith,Jaxon Smith-Njigba,Derrick Henry,Jake Ferguson,Michael Pittman Jr.,Sam Darnold,Cooper Kupp
1194,0,84.48,dprep80,Christian McCaffrey,Tyler Warren,Trey McBride,Daniel Jones,Calvin Ridley,Zay Flowers
1195,0,84.46,grelly,De'Von Achane,Ladd McConkey,Michael Carter,Michael Pittman Jr.,Kyler Murray,Taysom Hill
1195,0,84.46,twelvefluidounces,Rico Dowdle,Tetairoa McMillan,Jaylen Warren,Darren Waller,Jauan Jennings,Bryce Young
1195,0,84.46,brorannosaurusflex,Josh Jacobs,Trey McBride,DK Metcalf,Jordan Love,Rhamondre Stevenson,Dontayvion Wicks
1198,0,84.44,brorannosaurusflex,Javonte Williams,Davante Adams,Drake Maye,Chris Olave,Jake Tonges,Kayshon Boutte
1198,0,84.44,mosioatunya,De'Von Achane,Tyler Warren,DK Metcalf,Baker Mayfield,Rhamondre Stevenson,Jauan Jennings
1200,0,84.42,baldeagle9901,Jonathan Taylor,Brian Thomas,Kenneth Walker III,Matthew Golden,Trevor Lawrence,AJ Barner
1200,0,84.42,tbone31187,Josh Jacobs,Jaylen Waddle,Ladd McConkey,Marvin Harrison,Jake Tonges,Tua Tagovailoa
1200,0,84.42,shagnastyball17,Ashton Jeanty,Derrick Henry,Brian Thomas,Chris Olave,David Njoku,Trevor Lawrence
1200,0,84.42,nez,Christian McCaffrey,Brian Thomas,Kenneth Walker III,Darren Waller,Trevor Lawrence,Josh Downs
1200,0,84.42,manaray31,Jaxon Smith-Njigba,Brian Thomas,Tucker Kraft,Michael Pittman Jr.,Trevor Lawrence,Tony Pollard
1200,0,84.42,lazykid,Christian McCaffrey,Ja'Marr Chase,Travis Etienne Jr.,Travis Hunter,Trevor Lawrence,Michael Mayer
1206,0,84.4,icecreammane,Josh Jacobs,Tyler Warren,Michael Carter,Marvin Harrison,Romeo Doubs,Kyler Murray
1206,0,84.4,rockitsauce,Jaxon Smith-Njigba,Tetairoa McMillan,Michael Carter,Jake Tonges,Sam Darnold,Zay Flowers
1208,0,84.38,steady314,Josh Jacobs,Jaylen Waddle,Jordan Love,Romeo Doubs,AJ Barner,Tre Tucker
1208,0,84.38,beaudiddly,De'Von Achane,Tyler Warren,Michael Pittman Jr.,Daniel Jones,Matthew Golden,Isaiah Bond
1210,0,84.36,bradc,De'Von Achane,Trey McBride,Jordan Love,Chase Brown,Zay Flowers,Tee Higgins
1211,0,84.34,tricky8181,Josh Jacobs,Ladd McConkey,Keenan Allen,Matthew Stafford,Kendrick Bourne,Mark Andrews
1211,0,84.34,awe419,De'Von Achane,Trey McBride,DK Metcalf,Matthew Stafford,Tony Pollard,Zay Flowers
1211,0,84.34,spike9771,Ja'Marr Chase,George Pickens,Dak Prescott,Kenneth Walker III,AJ Barner,Rhamondre Stevenson
1211,0,84.34,tonysprocket,Quinshon Judkins,George Pickens,Dak Prescott,DK Metcalf,Rashid Shaheed,Jake Tonges
1215,0,84.32,brorannosaurusflex,Jonathan Taylor,Trey McBride,DK Metcalf,Tony Pollard,Trevor Lawrence,Dyami Brown
1215,0,84.32,berettajames,Jonathan Taylor,Derrick Henry,Brian Thomas,Calvin Ridley,Trevor Lawrence,AJ Barner
1217,0,84.3,lustek,Darren Waller,George Pickens,Tre Tucker,DK Metcalf,Rhamondre Stevenson,Sam Darnold
1217,0,84.3,brorannosaurusflex,Josh Jacobs,Stefon Diggs,Trey McBride,Jakobi Meyers,Tony Pollard,Jacoby Brissett
